quest_id,task_id,config_name,split,npc_calls,correctness,verification,latency_s,input_cost,reasoning_cost,output_cost,cost_usd,retries,timestamp
variable_shadowing__rolling_average__novel_a::A,variable_shadowing__rolling_average__novel_a,A,NOVEL,1,1.0,PASS,16.526,158,481,75,0.0,0,2026-08-18T14:23:30.802245+00:00
variable_shadowing__rolling_average__novel_a::B,variable_shadowing__rolling_average__novel_a,B,NOVEL,1,1.0,PASS,2.502,158,0,77,0.0,0,2026-08-18T14:23:33.958840+00:00
variable_shadowing__rolling_average__novel_a::F,variable_shadowing__rolling_average__novel_a,F,NOVEL,1,1.0,PASS,5.131,158,0,77,0.0,0,2026-08-18T14:23:39.956876+00:00
wrong_accumulator_init__count_vowels__known_example::A,wrong_accumulator_init__count_vowels__known_example,A,KNOWN,1,1.0,PASS,8.503,142,96,56,0.0,0,2026-08-18T14:23:49.253305+00:00
wrong_accumulator_init__count_vowels__known_example::B,wrong_accumulator_init__count_vowels__known_example,B,KNOWN,1,1.0,PASS,0.776,142,0,56,0.0,0,2026-08-18T14:23:50.660732+00:00
wrong_accumulator_init__count_vowels__known_example::F,wrong_accumulator_init__count_vowels__known_example,F,KNOWN,1,1.0,PASS,7.371,249,0,56,0.0,0,2026-08-18T14:23:58.788473+00:00
inverted_boolean_logic__is_valid_password__variant::A,inverted_boolean_logic__is_valid_password__variant,A,VARIANT,1,1.0,PASS,12.16,146,230,59,0.0,0,2026-08-18T14:24:11.687622+00:00
inverted_boolean_logic__is_valid_password__variant::B,inverted_boolean_logic__is_valid_password__variant,B,VARIANT,1,1.0,PASS,1.75,146,0,59,0.0,0,2026-08-18T14:24:14.060230+00:00
inverted_boolean_logic__is_valid_password__variant::F,inverted_boolean_logic__is_valid_password__variant,F,VARIANT,1,1.0,PASS,5.687,245,0,59,0.0,0,2026-08-18T14:24:20.557174+00:00
wrong_string_case_comparison__is_valid_username__variant::A,wrong_string_case_comparison__is_valid_username__variant,A,VARIANT,1,1.0,PASS,29.809,114,1339,39,0.0,0,2026-08-18T14:24:51.059560+00:00
wrong_string_case_comparison__is_valid_username__variant::B,wrong_string_case_comparison__is_valid_username__variant,B,VARIANT,1,0.0,FAIL,0.748,114,0,42,0.0,0,2026-08-18T14:24:52.511750+00:00
wrong_string_case_comparison__is_valid_username__variant::F,wrong_string_case_comparison__is_valid_username__variant,F,VARIANT,1,1.0,PASS,1.69,480,0,48,0.0,0,2026-08-18T14:24:54.903514+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::A,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,A,NOVEL,1,1.0,PASS,23.21,152,143,61,0.0,0,2026-08-18T14:25:18.799086+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::B,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,B,NOVEL,1,1.0,PASS,1.343,152,0,61,0.0,0,2026-08-18T14:25:20.874446+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::F,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,F,NOVEL,1,1.0,PASS,0.724,152,0,61,0.0,0,2026-08-18T14:25:22.425586+00:00
integer_division_truncation__rolling_average__known_example::A,integer_division_truncation__rolling_average__known_example,A,KNOWN,1,1.0,PASS,37.679,150,418,65,0.0,0,2026-08-18T14:26:00.766504+00:00
integer_division_truncation__rolling_average__known_example::B,integer_division_truncation__rolling_average__known_example,B,KNOWN,1,1.0,PASS,2.849,150,0,65,0.0,0,2026-08-18T14:26:04.247636+00:00
integer_division_truncation__rolling_average__known_example::F,integer_division_truncation__rolling_average__known_example,F,KNOWN,1,1.0,PASS,11.761,254,0,65,0.0,0,2026-08-18T14:26:16.788998+00:00
variable_shadowing__rolling_average__novel_a::C,variable_shadowing__rolling_average__novel_a,C,NOVEL,1,1.0,PASS,2.178,158,0,77,0.0,0,2026-08-18T14:36:25.783197+00:00
wrong_accumulator_init__count_vowels__known_example::C,wrong_accumulator_init__count_vowels__known_example,C,KNOWN,1,1.0,PASS,1.525,232,0,56,0.0,0,2026-08-18T14:36:28.054621+00:00
inverted_boolean_logic__is_valid_password__variant::C,inverted_boolean_logic__is_valid_password__variant,C,VARIANT,1,1.0,PASS,0.637,239,0,59,0.0,0,2026-08-18T14:36:29.384449+00:00
wrong_string_case_comparison__is_valid_username__variant::C,wrong_string_case_comparison__is_valid_username__variant,C,VARIANT,1,1.0,PASS,1.507,202,0,57,0.0,0,2026-08-18T14:36:31.599926+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,C,NOVEL,1,1.0,PASS,4.26,152,0,61,0.0,0,2026-08-18T14:36:36.575551+00:00
integer_division_truncation__rolling_average__known_example::C,integer_division_truncation__rolling_average__known_example,C,KNOWN,1,1.0,PASS,1.111,248,0,65,0.0,0,2026-08-18T14:36:38.515552+00:00
mutable_default_argument__flatten_list__variant::A,mutable_default_argument__flatten_list__variant,A,VARIANT,1,1.0,PASS,64.364,140,478,70,0.0,2,2026-08-18T14:40:17.524339+00:00
mutable_default_argument__flatten_list__variant::B,mutable_default_argument__flatten_list__variant,B,VARIANT,1,1.0,PASS,1.787,140,0,70,0.0,0,2026-08-18T14:40:20.061133+00:00
mutable_default_argument__flatten_list__variant::F,mutable_default_argument__flatten_list__variant,F,VARIANT,1,1.0,PASS,1.268,246,0,74,0.0,0,2026-08-18T14:40:22.260453+00:00
mutable_default_argument__flatten_list__variant::C,mutable_default_argument__flatten_list__variant,C,VARIANT,1,1.0,PASS,0.701,237,0,70,0.0,0,2026-08-18T14:40:23.649826+00:00
floating_point_equality__average_matches_target__known_example::A,floating_point_equality__average_matches_target__known_example,A,KNOWN,1,0.0,FAIL,17.366,117,630,40,0.0,0,2026-08-18T14:40:41.749486+00:00
floating_point_equality__average_matches_target__known_example::B,floating_point_equality__average_matches_target__known_example,B,KNOWN,1,0.0,FAIL,1.283,117,0,40,0.0,0,2026-08-18T14:40:43.761566+00:00
floating_point_equality__average_matches_target__known_example::F,floating_point_equality__average_matches_target__known_example,F,KNOWN,1,1.0,PASS,2.208,321,0,49,0.0,0,2026-08-18T14:40:46.865180+00:00
floating_point_equality__average_matches_target__known_example::C,floating_point_equality__average_matches_target__known_example,C,KNOWN,1,1.0,PASS,0.747,191,0,39,0.0,0,2026-08-18T14:40:48.311402+00:00
index_out_of_range_boundary__binary_search__variant::A,index_out_of_range_boundary__binary_search__variant,A,VARIANT,1,1.0,PASS,5.277,180,113,98,0.0,1,2026-08-18T14:41:01.270550+00:00
index_out_of_range_boundary__binary_search__variant::B,index_out_of_range_boundary__binary_search__variant,B,VARIANT,1,1.0,PASS,0.822,180,0,98,0.0,0,2026-08-18T14:41:02.783486+00:00
index_out_of_range_boundary__binary_search__variant::F,index_out_of_range_boundary__binary_search__variant,F,VARIANT,1,1.0,PASS,1.393,278,0,98,0.0,0,2026-08-18T14:41:05.081501+00:00
index_out_of_range_boundary__binary_search__variant::C,index_out_of_range_boundary__binary_search__variant,C,VARIANT,1,1.0,PASS,1.134,335,0,98,0.0,0,2026-08-18T14:41:06.896352+00:00
key_error_missing_dict_check__count_word_frequency__known_example::A,key_error_missing_dict_check__count_word_frequency__known_example,A,KNOWN,1,1.0,PASS,4.256,126,197,49,0.0,0,2026-08-18T14:41:11.877774+00:00
key_error_missing_dict_check__count_word_frequency__known_example::B,key_error_missing_dict_check__count_word_frequency__known_example,B,KNOWN,1,1.0,PASS,1.473,126,0,49,0.0,0,2026-08-18T14:41:14.045747+00:00
key_error_missing_dict_check__count_word_frequency__known_example::F,key_error_missing_dict_check__count_word_frequency__known_example,F,KNOWN,1,1.0,PASS,1.262,486,0,49,0.0,0,2026-08-18T14:41:16.225011+00:00
key_error_missing_dict_check__count_word_frequency__known_example::C,key_error_missing_dict_check__count_word_frequency__known_example,C,KNOWN,1,1.0,PASS,1.534,210,0,49,0.0,0,2026-08-18T14:41:18.454213+00:00
floating_point_equality__temperature_reached__variant::A,floating_point_equality__temperature_reached__variant,A,VARIANT,1,1.0,PASS,9.165,105,970,28,0.0,0,2026-08-18T19:58:24.456785+00:00
floating_point_equality__temperature_reached__variant::B,floating_point_equality__temperature_reached__variant,B,VARIANT,1,1.0,PASS,0.947,105,0,28,0.0,0,2026-08-18T19:58:26.459651+00:00
floating_point_equality__temperature_reached__variant::F,floating_point_equality__temperature_reached__variant,F,VARIANT,1,0.0,FAIL,0.894,340,0,42,0.0,0,2026-08-18T19:58:28.080608+00:00
floating_point_equality__temperature_reached__variant::C,floating_point_equality__temperature_reached__variant,C,VARIANT,1,0.0,FAIL,0.709,179,0,37,0.0,0,2026-08-18T19:58:29.442732+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::A,incorrect_sort_key_or_order__merge_intervals__novel_a,A,NOVEL,1,1.0,PASS,3.869,195,210,111,0.0,0,2026-08-18T19:58:34.018209+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::B,incorrect_sort_key_or_order__merge_intervals__novel_a,B,NOVEL,1,1.0,PASS,1.484,195,0,111,0.0,0,2026-08-18T19:58:36.266108+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::F,incorrect_sort_key_or_order__merge_intervals__novel_a,F,NOVEL,1,1.0,PASS,0.978,195,0,111,0.0,0,2026-08-18T19:58:37.910358+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::C,incorrect_sort_key_or_order__merge_intervals__novel_a,C,NOVEL,1,1.0,PASS,0.913,195,0,111,0.0,0,2026-08-18T19:58:39.476726+00:00
off_by_one__rolling_average__variant::A,off_by_one__rolling_average__variant,A,VARIANT,1,1.0,PASS,4.323,146,371,65,0.0,0,2026-08-18T19:58:44.514181+00:00
off_by_one__rolling_average__variant::B,off_by_one__rolling_average__variant,B,VARIANT,1,1.0,PASS,0.573,146,0,65,0.0,0,2026-08-18T19:58:45.778218+00:00
off_by_one__rolling_average__variant::F,off_by_one__rolling_average__variant,F,VARIANT,1,1.0,PASS,0.731,280,0,65,0.0,0,2026-08-18T19:58:47.142270+00:00
off_by_one__rolling_average__variant::C,off_by_one__rolling_average__variant,C,VARIANT,1,1.0,PASS,0.66,277,0,65,0.0,0,2026-08-18T19:58:48.516868+00:00
index_out_of_range_boundary__run_length_encode__known_example::A,index_out_of_range_boundary__run_length_encode__known_example,A,KNOWN,1,1.0,PASS,4.931,210,425,120,0.0,0,2026-08-18T19:58:54.118624+00:00
index_out_of_range_boundary__run_length_encode__known_example::B,index_out_of_range_boundary__run_length_encode__known_example,B,KNOWN,1,1.0,PASS,0.843,210,0,120,0.0,0,2026-08-18T19:58:55.700441+00:00
index_out_of_range_boundary__run_length_encode__known_example::F,index_out_of_range_boundary__run_length_encode__known_example,F,KNOWN,1,1.0,PASS,1.325,308,0,120,0.0,0,2026-08-18T19:58:57.692396+00:00
index_out_of_range_boundary__run_length_encode__known_example::C,index_out_of_range_boundary__run_length_encode__known_example,C,KNOWN,1,1.0,PASS,0.732,365,0,120,0.0,0,2026-08-18T19:58:59.120224+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::A,key_error_missing_dict_check__sum_scores_by_player__variant,A,VARIANT,1,1.0,PASS,2.873,130,172,52,0.0,0,2026-08-18T19:59:02.725136+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::B,key_error_missing_dict_check__sum_scores_by_player__variant,B,VARIANT,1,1.0,PASS,0.747,130,0,52,0.0,0,2026-08-18T19:59:04.018701+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::F,key_error_missing_dict_check__sum_scores_by_player__variant,F,VARIANT,1,1.0,PASS,0.638,290,0,52,0.0,0,2026-08-18T19:59:05.300569+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::C,key_error_missing_dict_check__sum_scores_by_player__variant,C,VARIANT,1,1.0,PASS,0.693,214,0,52,0.0,0,2026-08-18T19:59:06.596616+00:00
wrong_accumulator_init__reverse_words__variant::A,wrong_accumulator_init__reverse_words__variant,A,VARIANT,1,1.0,PASS,3.724,136,269,51,0.0,0,2026-08-18T19:59:10.929919+00:00
wrong_accumulator_init__reverse_words__variant::B,wrong_accumulator_init__reverse_words__variant,B,VARIANT,1,1.0,PASS,0.564,136,0,31,0.0,0,2026-08-18T19:59:12.093393+00:00
wrong_accumulator_init__reverse_words__variant::F,wrong_accumulator_init__reverse_words__variant,F,VARIANT,1,1.0,PASS,0.74,243,0,51,0.0,0,2026-08-18T19:59:13.429635+00:00
wrong_accumulator_init__reverse_words__variant::C,wrong_accumulator_init__reverse_words__variant,C,VARIANT,1,1.0,PASS,1.336,226,0,31,0.0,0,2026-08-18T19:59:15.342484+00:00
wrong_comparison_operator__merge_intervals__known_example::A,wrong_comparison_operator__merge_intervals__known_example,A,KNOWN,1,1.0,PASS,4.234,195,295,111,0.0,0,2026-08-18T19:59:20.124361+00:00
wrong_comparison_operator__merge_intervals__known_example::B,wrong_comparison_operator__merge_intervals__known_example,B,KNOWN,1,1.0,PASS,0.736,195,0,111,0.0,0,2026-08-18T19:59:21.528657+00:00
wrong_comparison_operator__merge_intervals__known_example::F,wrong_comparison_operator__merge_intervals__known_example,F,KNOWN,1,1.0,PASS,1.141,323,0,111,0.0,0,2026-08-18T19:59:23.240661+00:00
wrong_comparison_operator__merge_intervals__known_example::C,wrong_comparison_operator__merge_intervals__known_example,C,KNOWN,1,1.0,PASS,0.964,339,0,111,0.0,0,2026-08-18T19:59:24.804644+00:00
variable_shadowing__reverse_words__novel_b::A,variable_shadowing__reverse_words__novel_b,A,NOVEL,1,1.0,PASS,5.899,146,545,51,0.0,0,2026-08-18T19:59:31.390763+00:00
variable_shadowing__reverse_words__novel_b::B,variable_shadowing__reverse_words__novel_b,B,NOVEL,1,0.0,FAIL,0.407,146,0,45,0.0,0,2026-08-18T19:59:32.554512+00:00
variable_shadowing__reverse_words__novel_b::F,variable_shadowing__reverse_words__novel_b,F,NOVEL,1,1.0,PASS,0.542,146,0,31,0.0,0,2026-08-18T19:59:33.750660+00:00
variable_shadowing__reverse_words__novel_b::C,variable_shadowing__reverse_words__novel_b,C,NOVEL,1,1.0,PASS,0.699,146,0,31,0.0,0,2026-08-18T19:59:35.058318+00:00
wrong_string_case_comparison__find_matching_tag__known_example::A,wrong_string_case_comparison__find_matching_tag__known_example,A,KNOWN,1,1.0,PASS,5.008,124,494,43,0.0,0,2026-08-18T19:59:40.643921+00:00
wrong_string_case_comparison__find_matching_tag__known_example::B,wrong_string_case_comparison__find_matching_tag__known_example,B,KNOWN,1,0.0,FAIL,0.555,124,0,38,0.0,0,2026-08-18T19:59:41.933244+00:00
wrong_string_case_comparison__find_matching_tag__known_example::F,wrong_string_case_comparison__find_matching_tag__known_example,F,KNOWN,1,1.0,PASS,0.809,276,0,55,0.0,0,2026-08-18T19:59:43.353105+00:00
wrong_string_case_comparison__find_matching_tag__known_example::C,wrong_string_case_comparison__find_matching_tag__known_example,C,KNOWN,1,1.0,PASS,2.006,212,0,53,0.0,0,2026-08-18T19:59:45.968418+00:00
mutable_default_argument__dedupe_preserve_order__known_example::A,mutable_default_argument__dedupe_preserve_order__known_example,A,KNOWN,1,1.0,PASS,7.252,144,810,83,0.0,0,2026-08-18T19:59:53.945673+00:00
mutable_default_argument__dedupe_preserve_order__known_example::B,mutable_default_argument__dedupe_preserve_order__known_example,B,KNOWN,1,1.0,PASS,0.774,144,0,61,0.0,0,2026-08-18T19:59:55.463059+00:00
mutable_default_argument__dedupe_preserve_order__known_example::F,mutable_default_argument__dedupe_preserve_order__known_example,F,KNOWN,1,1.0,PASS,0.683,250,0,83,0.0,0,2026-08-18T19:59:56.802357+00:00
mutable_default_argument__dedupe_preserve_order__known_example::C,mutable_default_argument__dedupe_preserve_order__known_example,C,KNOWN,1,1.0,PASS,0.676,241,0,61,0.0,0,2026-08-18T19:59:58.083632+00:00
wrong_return_in_loop__flatten_list__novel_b::A,wrong_return_in_loop__flatten_list__novel_b,A,NOVEL,1,1.0,PASS,5.992,141,433,61,0.0,0,2026-08-18T20:00:04.743731+00:00
wrong_return_in_loop__flatten_list__novel_b::B,wrong_return_in_loop__flatten_list__novel_b,B,NOVEL,1,1.0,PASS,0.726,141,0,61,0.0,0,2026-08-18T20:00:06.204213+00:00
wrong_return_in_loop__flatten_list__novel_b::F,wrong_return_in_loop__flatten_list__novel_b,F,NOVEL,1,1.0,PASS,1.262,141,0,61,0.0,0,2026-08-18T20:00:08.141573+00:00
wrong_return_in_loop__flatten_list__novel_b::C,wrong_return_in_loop__flatten_list__novel_b,C,NOVEL,1,1.0,PASS,0.613,141,0,61,0.0,0,2026-08-18T20:00:09.426995+00:00
integer_division_truncation__binary_search__variant::A,integer_division_truncation__binary_search__variant,A,VARIANT,1,1.0,PASS,2.548,182,98,98,0.0,0,2026-08-18T20:00:12.671459+00:00
integer_division_truncation__binary_search__variant::B,integer_division_truncation__binary_search__variant,B,VARIANT,1,1.0,PASS,0.904,182,0,98,0.0,0,2026-08-18T20:00:14.129181+00:00
integer_division_truncation__binary_search__variant::F,integer_division_truncation__binary_search__variant,F,VARIANT,1,1.0,PASS,0.879,286,0,98,0.0,0,2026-08-18T20:00:15.634475+00:00
integer_division_truncation__binary_search__variant::C,integer_division_truncation__binary_search__variant,C,VARIANT,1,1.0,PASS,0.77,280,0,98,0.0,0,2026-08-18T20:00:17.045320+00:00
inverted_boolean_logic__is_leap_year__known_example::A,inverted_boolean_logic__is_leap_year__known_example,A,KNOWN,1,1.0,PASS,2.245,144,172,48,0.0,0,2026-08-18T20:00:19.871400+00:00
inverted_boolean_logic__is_leap_year__known_example::B,inverted_boolean_logic__is_leap_year__known_example,B,KNOWN,1,1.0,PASS,0.739,144,0,48,0.0,0,2026-08-18T20:00:21.239621+00:00
inverted_boolean_logic__is_leap_year__known_example::F,inverted_boolean_logic__is_leap_year__known_example,F,KNOWN,1,1.0,PASS,0.59,243,0,48,0.0,0,2026-08-18T20:00:22.454849+00:00
inverted_boolean_logic__is_leap_year__known_example::C,inverted_boolean_logic__is_leap_year__known_example,C,KNOWN,1,1.0,PASS,0.617,237,0,58,0.0,0,2026-08-18T20:00:23.649603+00:00
off_by_one__binary_search__known_example::A,off_by_one__binary_search__known_example,A,KNOWN,1,1.0,PASS,3.285,182,193,98,0.0,0,2026-08-18T20:00:27.594197+00:00
